"Resp_id1","strata","bra10grp","aldergrp","udgrp","loengrp","int_resultat","metode","pervgt","A1","A1a","A3","A4","A5","A7","A8","A9","B1","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B12","B13","B14","B15","C1","C2","C3","C4","C5","D1","D2","D3","D4","E3","E3a","E3b","E3c","E4","E4a","E4b","E4c","E1","E1a","E1b","E1c","E2","E2a","E2b","E2c","F1","F1a","F1b","F1c","F2","F2a","F2b","F2c","G1","G1a","G1b","G1c","G2","G2a","G2b","G2c","G3","G3a","G3b","G3c","H1","H2","H3","H4","J1","J2","ISCO_NU","ISCO_DA"
"LS569039",5,"4 Handel og transport mv.",1,1,1,1,1,4080.371787,1,NA,5,NA,1,2,2,2,1,5,2,4,3,2,3,2,4,4,2,1,2,3,2,1,1,2,3,3,1,5,3,2,3,1,2,1,5,2,NA,NA,5,3,NA,NA,3,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,91,3,8189,7512
"LS569270",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",3,1,3,1,2,761.203602,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,5,47,3,9999,9999
"LS569562",10,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,410.7768526,1,NA,70,NA,1,1,1,1,2,3,2,3,2,2,3,2,2,4,3,2,2,5,3,3,1,3,3,3,2,4,3,3,2,3,1,2,5,3,NA,NA,5,3,NA,NA,1,3,1,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,5322,5322
"LS570558",7,"5 Information og kommunikation",1,2,4,1,2,5045.953243,1,NA,98,NA,1,2,2,2,1,1,1,5,1,1,2,4,1,1,3,2,4,5,4,1,1,3,1,3,1,5,1,1,1,1,3,1,1,1,3,1,4,2,NA,NA,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,1,1,5,3,NA,NA,1,1,1,1,NA,NA,NA,NA,93,3,2511,2511
"LS571062",3,"9 Offentlig administration, undervisning og sundhed",3,3,3,1,2,2154.610406,1,NA,38,NA,1,1,1,1,2,2,1,4,2,2,4,3,2,3,3,4,2,5,3,3,3,3,3,3,2,5,3,3,1,1,1,2,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,38,3,3341,3341
"LS571529",7,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,4,1,2,1548.967473,1,NA,71,NA,1,1,1,1,2,2,2,4,2,2,5,2,1,1,1,4,4,5,4,3,1,3,1,3,1,5,2,2,1,1,1,1,3,3,2,1,2,3,2,2,1,3,3,1,5,3,NA,NA,5,3,NA,NA,1,1,3,1,5,3,NA,NA,1,1,3,1,NA,NA,NA,NA,20,1,2512,2512
"LS572617",4,"4 Handel og transport mv.",2,2,4,1,2,1002.412804,1,NA,98,NA,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,2,3,4,1,1,3,1,2,2,2,3,2,2,3,3,2,1,1,3,2,5,3,NA,NA,4,3,NA,NA,4,1,NA,NA,5,3,NA,NA,3,1,2,3,3,1,2,3,3,1,3,2,NA,NA,NA,NA,98,3,3512,3512
"LS572902",7,"5 Information og kommunikation",2,3,1,1,2,1415.690574,1,NA,24,NA,1,1,1,1,3,2,1,4,1,1,4,1,1,1,1,1,4,5,5,3,3,3,3,3,1,5,1,2,4,3,NA,NA,1,3,3,1,2,3,3,1,2,3,2,1,5,3,NA,NA,5,3,NA,NA,1,1,1,2,2,1,1,2,2,1,1,2,NA,NA,NA,NA,48,3,3322,3322
"LS573154",6,"9 Offentlig administration, undervisning og sundhed",2,1,2,1,2,1720.067665,1,NA,82,NA,1,1,1,1,1,3,2,5,2,3,3,2,1,2,3,2,3,5,4,1,1,1,2,1,1,5,3,3,4,2,NA,NA,1,1,2,1,1,1,2,1,1,1,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,NA,NA,NA,NA,82,3,5321,5321
"LS574167",8,"8 Erhvervsservice",2,3,3,1,2,998.5319806,1,NA,4,NA,2,NA,NA,NA,2,2,1,2,2,2,2,2,2,1,2,2,2,5,5,NA,NA,NA,NA,NA,2,4,5,3,1,NA,3,1,5,NA,NA,NA,3,NA,3,1,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,48,3,4110,9999
"LS574377",2,"9 Offentlig administration, undervisning og sundhed",2,3,3,1,2,976.585401,1,NA,35,NA,1,1,1,1,2,3,2,4,3,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,4,2,4,3,1,3,1,5,3,NA,NA,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,3,2,NA,NA,NA,NA,35,3,2340,2340
"LS574630",8,"4 Handel og transport mv.",2,1,3,1,2,1672.631176,1,NA,6,NA,1,1,1,1,2,1,1,3,3,4,2,3,3,4,4,4,3,2,3,3,3,3,3,3,2,5,2,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,6,3,8332,8332
"LS575014",4,"3 Bygge og anlæg",2,1,2,1,1,1605.223055,1,NA,94,NA,1,1,1,1,1,1,2,3,2,2,3,1,2,1,2,1,1,1,2,2,2,2,2,2,1,5,2,1,1,1,1,1,1,1,1,1,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,53,3,8342,8342
"LS578667",8,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,998.5319806,1,NA,15,NA,1,1,1,1,1,2,1,3,2,2,3,1,2,3,2,3,2,4,3,3,3,3,3,3,2,3,4,2,1,3,3,1,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,41,3,1343,1343
"LS579221",8,"10 Kultur, fritid og anden service",1,2,1,1,1,2124.42769,2,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,5,7,3,9999,9999
"LS579479",5,"4 Handel og transport mv.",1,2,4,1,2,3804.889492,1,NA,64,NA,1,1,1,1,4,2,2,3,3,2,3,4,2,1,4,3,2,4,3,3,3,3,3,3,1,2,2,3,4,3,NA,NA,1,3,3,1,2,3,3,1,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,61,3,3322,3322
"LS579857",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,1,2,1249.06286,1,NA,69,NA,1,2,2,2,2,2,3,3,3,2,2,2,2,1,3,3,3,4,4,2,2,1,2,2,2,4,4,4,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,69,3,3111,3111
"LS579872",7,"3 Bygge og anlæg",2,2,3,1,1,2647.662206,1,NA,48,NA,1,1,1,1,1,1,3,2,2,4,2,2,4,2,3,2,1,2,2,3,3,1,3,3,2,5,3,4,2,3,3,1,4,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,25,3,7122,7122
"LS579967",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,4,1,1,998.5319806,1,NA,48,NA,1,1,1,1,9,1,1,3,2,2,4,9,1,4,3,2,2,5,5,3,3,3,3,3,4,3,5,2,2,3,3,1,1,3,3,2,5,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,9999,9999
"LS581216",1,"9 Offentlig administration, undervisning og sundhed",3,3,2,1,2,701.0009255,1,NA,58,NA,1,1,1,1,1,2,2,4,1,3,3,3,2,2,2,5,3,5,4,3,1,1,3,2,3,5,4,4,2,3,1,1,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,58,3,2357,2357
"LS581481",9,"3 Bygge og anlæg",2,2,2,1,2,2604.309041,1,NA,36,NA,1,1,1,1,1,1,1,5,1,1,3,3,2,2,1,1,1,4,5,3,3,3,3,3,1,5,2,2,1,3,3,2,2,3,3,2,2,3,3,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,36,1,1120,1120
"LS582010",8,"9 Offentlig administration, undervisning og sundhed",2,2,2,1,2,1194.339673,1,NA,48,NA,1,1,1,1,3,3,2,3,3,3,3,2,3,2,2,3,3,4,3,1,1,1,1,1,2,3,3,3,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,7,3,3212,3212
"LS582462",8,"10 Kultur, fritid og anden service",3,3,4,1,2,566.9122666,1,NA,48,NA,1,1,1,1,5,5,2,3,1,1,3,3,2,2,5,2,5,5,4,3,3,3,3,3,1,4,3,3,1,3,3,1,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,3,1,3,1,5,3,NA,NA,NA,NA,NA,NA,54,1,3341,3341
"LS582627",4,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,1,1767.407331,1,NA,98,NA,2,NA,NA,NA,2,2,2,3,2,2,5,3,2,1,1,3,3,5,3,NA,NA,NA,NA,NA,1,5,4,1,2,NA,1,1,5,NA,NA,NA,5,NA,NA,NA,1,NA,3,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,98,3,2310,9999
"LS582642",3,"4 Handel og transport mv.",2,1,4,1,1,4403.134286,1,NA,98,NA,1,1,1,1,1,1,1,2,2,4,5,2,1,4,1,2,1,1,2,3,3,3,3,3,3,4,2,3,2,1,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,9334,9334
"LS583172",9,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,3501.383743,1,NA,65,NA,1,2,2,1,3,2,3,3,2,2,5,1,3,3,2,2,4,5,5,3,3,3,3,3,2,4,4,4,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,65,1,2357,2269
"LS584685",7,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,1415.690574,1,NA,48,NA,1,1,1,1,1,2,1,4,1,2,3,2,3,4,2,3,5,5,5,1,1,3,1,2,2,5,4,2,1,3,1,1,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,1,2,1,4,3,NA,NA,3,1,3,2,NA,NA,NA,NA,48,3,2343,2343
"LS585009",8,"4 Handel og transport mv.",2,2,2,1,2,1194.339673,1,NA,24,NA,1,2,2,2,2,2,2,4,2,3,4,2,1,1,1,4,3,5,5,3,3,3,3,3,1,5,4,3,3,3,2,1,1,3,2,1,3,3,2,1,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,70,3,3322,9705
"LS586575",8,"5 Information og kommunikation",1,3,4,1,2,1928.619998,1,NA,48,NA,1,1,1,2,1,2,2,3,2,1,5,2,2,3,2,2,2,3,4,3,3,3,3,3,2,5,2,2,3,3,3,1,3,3,3,2,4,3,NA,NA,1,3,3,2,5,3,NA,NA,5,3,NA,NA,1,3,1,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,2421,2421
"LS587690",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,4,1,1,1104.904573,1,NA,54,NA,1,1,1,1,2,1,2,3,2,2,3,2,2,2,1,4,2,5,3,1,1,2,1,1,1,4,2,2,1,1,2,1,3,1,2,2,3,1,2,1,1,1,3,1,5,3,NA,NA,5,3,NA,NA,1,1,2,2,5,3,NA,NA,2,1,2,2,NA,NA,NA,NA,82,3,5414,5414
"LS587839",6,"10 Kultur, fritid og anden service",3,1,2,1,2,945.663449,1,NA,64,NA,1,1,1,1,1,2,2,4,5,4,2,1,2,4,2,5,5,5,5,3,3,3,3,3,2,5,3,4,3,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,3,5419,5419
"LS587973",6,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,1,3,1,2,1535.607818,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,82,3,9999,9999
"LS588625",8,"5 Information og kommunikation",1,3,4,1,1,1928.619998,1,NA,48,NA,1,2,2,2,1,2,2,3,2,2,2,2,3,2,3,3,2,3,3,1,1,3,3,3,1,4,2,2,1,3,3,1,5,3,NA,NA,3,3,2,1,2,3,2,1,5,3,NA,NA,5,3,NA,NA,1,1,2,1,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,24,3,3341,3341
"LS588971",1,"3 Bygge og anlæg",2,2,2,1,1,4980.193208,1,NA,35,NA,1,1,1,1,3,1,1,3,3,3,4,1,1,1,1,1,5,5,5,3,3,3,3,3,1,4,2,2,2,3,3,1,3,3,3,1,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,35,3,7115,7115
"LS589924",9,"4 Handel og transport mv.",1,2,2,1,2,3646.504477,1,NA,25,NA,1,1,1,2,1,2,1,3,2,2,2,2,3,4,3,4,2,1,3,1,1,2,1,2,1,5,1,1,1,1,1,1,1,3,2,1,4,1,NA,NA,1,3,1,1,1,3,2,1,1,3,2,1,1,3,2,1,1,3,2,1,4,3,NA,NA,NA,NA,NA,NA,78,3,3213,3213
"LS589978",6,"8 Erhvervsservice",2,1,4,1,2,1535.607818,1,NA,11,NA,1,1,1,1,1,1,1,3,3,3,3,2,1,1,2,3,3,5,4,3,3,3,3,3,2,4,3,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,11,3,7215,7215
"LS590056",8,"6 Finansiering og forsikring",2,1,4,1,2,1566.258583,1,NA,2,NA,1,1,1,1,2,2,1,4,2,1,4,1,1,3,2,2,2,5,2,1,1,2,2,2,1,5,2,2,2,3,3,1,5,3,NA,NA,4,3,NA,NA,1,3,3,1,5,3,NA,NA,1,3,3,3,1,1,2,2,1,2,2,3,1,1,2,2,NA,NA,NA,NA,2,3,2511,9999
"LS591413",6,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,2,1413.231148,1,NA,82,NA,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,3,3,4,4,1,1,3,3,3,2,4,1,3,3,3,3,2,5,3,NA,NA,5,3,NA,NA,1,3,2,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,2357,2357
"LS592039",8,"4 Handel og transport mv.",3,1,2,1,2,1292.660867,1,NA,34,NA,1,1,1,1,1,2,2,3,3,5,5,5,5,5,5,5,1,5,1,1,2,9,3,2,1,4,1,3,5,3,NA,NA,2,2,2,1,5,3,NA,NA,5,3,NA,NA,5,2,NA,NA,5,1,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,29,3,8331,8331
"LS592459",4,"5 Information og kommunikation",3,2,1,1,2,1052.998603,1,NA,98,NA,1,1,1,1,3,1,1,4,2,2,2,2,2,2,3,3,5,5,5,3,3,3,3,3,1,1,1,3,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,1,3431,3431
"LS593385",8,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,3,3,1,2,998.5319806,1,NA,23,NA,1,1,1,1,1,2,2,1,4,4,2,4,3,3,2,4,4,5,5,3,3,3,3,3,3,3,3,5,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,54,3,4110,4110
"LS593460",8,"8 Erhvervsservice",2,2,3,1,2,1142.690268,1,NA,23,NA,1,1,1,1,1,1,1,3,2,2,2,4,3,3,2,4,1,4,2,3,3,3,3,3,1,4,3,2,1,3,3,1,1,3,2,1,3,3,2,1,2,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,23,3,2411,2411
"LS593827",8,"8 Erhvervsservice",2,3,4,1,2,1104.904573,1,NA,48,NA,1,2,2,2,4,1,1,3,1,2,4,2,2,2,1,3,1,5,4,3,1,3,3,3,1,3,4,2,1,3,3,2,5,3,NA,NA,5,3,NA,NA,2,3,3,2,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,48,3,4312,4312
"LS594156",6,"4 Handel og transport mv.",1,2,4,1,1,1374.252374,1,NA,64,NA,1,2,1,1,1,1,1,1,1,4,5,2,1,4,3,2,3,3,2,3,3,3,3,3,2,5,3,4,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,1,3,2,1,5,3,NA,NA,NA,NA,NA,NA,64,3,9334,9334
"LS594424",10,"9 Offentlig administration, undervisning og sundhed",3,3,3,1,1,1407.444188,1,NA,27,NA,1,1,1,1,1,2,1,3,2,2,2,2,2,1,2,5,2,4,4,1,1,3,3,3,2,5,4,2,1,3,1,1,1,3,1,1,4,3,NA,NA,3,3,3,1,5,3,NA,NA,5,3,NA,NA,1,3,2,2,4,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,27,2,3212,3212
"LS596234",4,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,2,1513.011772,1,NA,98,NA,2,NA,NA,NA,4,2,2,3,2,2,3,4,2,2,4,3,4,4,4,NA,NA,NA,NA,NA,1,4,2,3,3,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,3,NA,3,2,5,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,98,3,2310,9999
"LS596973",3,"5 Information og kommunikation",1,3,3,1,1,3131.684066,1,NA,98,NA,1,1,1,1,2,2,3,3,2,2,4,2,4,3,2,2,5,5,4,1,1,2,1,1,2,5,3,2,3,1,2,1,5,3,NA,NA,5,3,NA,NA,3,3,2,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,98,3,2512,2512
"LS598287",5,"4 Handel og transport mv.",2,2,3,1,2,972.5253535,1,NA,84,NA,1,1,1,1,2,1,2,3,2,2,2,3,2,1,3,3,3,3,4,1,1,2,1,3,2,5,4,3,1,1,3,1,5,3,NA,NA,4,2,NA,NA,1,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,47,3,2411,2411
"LS598701",8,"10 Kultur, fritid og anden service",2,3,3,1,2,1104.904573,1,NA,48,NA,1,1,1,1,3,2,2,3,3,3,2,3,3,2,2,3,3,4,4,3,3,3,3,3,1,5,3,3,3,3,3,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,17,2,4311,4311
"LS599073",4,"9 Offentlig administration, undervisning og sundhed",2,3,4,1,2,1053.322518,1,NA,37,NA,1,2,2,2,3,2,3,4,3,2,4,3,2,2,2,3,4,5,4,1,1,2,1,2,2,2,2,3,2,2,3,3,5,3,NA,NA,5,2,NA,NA,1,3,3,1,5,3,NA,NA,3,1,2,2,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,37,3,2310,1321
"LS600764",9,"3 Bygge og anlæg",1,2,1,1,1,3646.504477,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,62,3,9999,9999
"LS601556",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,2,1,2,1609.087745,1,NA,97,NA,1,2,2,2,1,2,2,3,2,2,2,2,2,2,4,4,3,4,4,1,1,2,1,1,1,3,3,2,5,2,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,2,2,3,2,2,2,2,2,4,2,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,67,3,7223,7223
"LS602753",1,"9 Offentlig administration, undervisning og sundhed",1,1,1,1,1,2914.58124,1,NA,85,NA,2,NA,NA,NA,5,2,3,2,4,2,5,3,4,3,2,5,5,5,5,NA,NA,NA,NA,NA,2,4,2,2,1,NA,2,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,85,3,2265,9999
"LS603676",10,"9 Offentlig administration, undervisning og sundhed",1,3,2,1,1,1565.087973,1,NA,49,NA,2,NA,NA,NA,1,2,3,2,1,2,2,1,3,3,1,1,2,3,3,NA,NA,NA,NA,NA,3,4,4,3,1,NA,1,2,5,NA,NA,NA,5,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,1,NA,1,3,5,NA,NA,NA,NA,NA,NA,NA,14,3,2221,9999
"LS603700",1,"3 Bygge og anlæg",2,2,4,1,2,2137.359467,1,NA,92,NA,1,1,1,1,1,2,1,3,2,3,4,5,2,2,5,5,5,5,5,1,1,2,1,1,1,5,2,3,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,92,3,3313,3313
"LS603955",7,"4 Handel og transport mv.",3,2,2,1,2,1870.088318,1,NA,54,NA,1,2,1,1,1,1,2,4,3,2,2,3,4,4,4,3,3,4,4,3,3,3,2,3,2,5,2,4,1,3,1,1,1,1,1,2,5,3,NA,NA,2,3,1,2,1,3,2,2,1,1,2,2,5,3,NA,NA,1,3,2,1,5,3,NA,NA,NA,NA,NA,NA,54,3,3213,3213
"LS604628",7,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,1,2,2647.662206,1,NA,24,NA,1,1,1,1,1,1,2,3,3,4,5,3,5,3,3,4,1,1,4,3,3,3,3,3,2,5,3,4,4,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,39,3,7223,7223
"LS605469",4,"2 Industri, råstofindvinding og forsyningsvirksomhed",2,2,3,1,1,1256.808363,1,NA,98,NA,1,1,1,1,1,1,1,5,2,2,3,4,2,2,3,4,5,5,5,3,3,3,3,3,1,5,2,2,1,3,1,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,64,2,9705,9999
"LS605954",9,"7 Ejendomshandel og udlejning",3,1,2,1,2,3850.565168,1,NA,62,NA,1,1,1,1,1,1,1,1,1,3,3,4,5,5,5,5,4,5,4,1,1,2,3,3,4,9,5,5,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,5,3,NA,NA,5,3,NA,NA,4,3,NA,NA,4,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,62,2,9112,9112
"LS606078",5,"9 Offentlig administration, undervisning og sundhed",2,3,2,1,1,1974.093081,1,NA,3,NA,1,1,1,1,1,2,1,2,2,3,2,2,3,3,2,3,3,5,5,3,1,3,3,3,3,4,4,4,3,3,3,1,5,3,NA,NA,5,3,NA,NA,2,3,3,1,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,82,3,2357,2357
"LS607517",8,"4 Handel og transport mv.",1,1,2,1,2,2547.996006,1,NA,7,NA,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,2,3,2,5,3,NA,NA,1,1,3,2,2,1,3,2,5,3,NA,NA,5,3,NA,NA,1,1,3,2,1,1,3,2,1,1,3,2,NA,NA,NA,NA,48,3,4412,4412
"LS608591",8,"6 Finansiering og forsikring",2,1,4,1,2,1672.631176,1,NA,4,NA,1,1,1,1,2,1,3,4,2,2,4,1,3,3,1,3,1,5,2,3,3,3,3,3,2,3,2,3,3,3,2,1,3,3,2,1,4,3,NA,NA,2,3,2,1,1,1,2,1,1,1,2,1,5,3,NA,NA,1,1,2,1,4,3,NA,NA,NA,NA,NA,NA,10,3,9705,9705
